E82843349_2020-12-01_08-33-43.mp4,426,460,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/E82843349_2020-12-01_08-33-43.mp4,[[0.3111979067325592, 0.37731480598449707], [0.4557291567325592, 0.6342592835426331]],2020-12-16 06:51:47
D88629021_2020_12_01_08_27_58.mp4,28,56,http://intelab-oss.ilabservice.cloud/video/D88629021_2020_12_01_08_27_58.mp4,[[0.2708333432674408, 0.6921296119689941], [0.4544270932674408, 0.9861111044883728]],2020-12-16 06:51:54
D81141627_2020-12-01_01-55-56.mp4,18,64,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81141627_2020-12-01_01-55-56.mp4,[[0.5091145634651184, 0.625], [0.6809895634651184, 0.9976851940155029]],2020-12-16 06:51:54
D81141627_2020-12-01_05-59-35.mp4,22,494,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81141627_2020-12-01_05-59-35.mp4,[[0.5091145634651184, 0.625], [0.6809895634651184, 0.9976851940155029]],2020-12-16 06:51:55
D81141462_2020-12-01_01-03-54.mp4,622,682,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81141462_2020-12-01_01-03-54.mp4,[[0.33984375, 0.2638888955116272], [0.38671875, 0.3888888955116272]],2020-12-16 06:51:55
D81141462_2020-12-01_01-03-54.mp4,714,772,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81141462_2020-12-01_01-03-54.mp4,[[0.33984375, 0.2638888955116272], [0.38671875, 0.3888888955116272]],2020-12-16 06:51:55
D81141462_2020-12-01_01-48-46.mp4,2,80,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81141462_2020-12-01_01-48-46.mp4,[[0.33984375, 0.2638888955116272], [0.38671875, 0.3888888955116272]],2020-12-16 06:51:55
D81141462_2020-12-01_05-26-19.mp4,858,934,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81141462_2020-12-01_05-26-19.mp4,[[0.33984375, 0.2638888955116272], [0.38671875, 0.3888888955116272]],2020-12-16 06:51:56
D81141462_2020-12-01_05-26-19.mp4,968,1212,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81141462_2020-12-01_05-26-19.mp4,[[0.33984375, 0.2638888955116272], [0.38671875, 0.3888888955116272]],2020-12-16 06:51:56
D81141462_2020-12-01_05-26-19.mp4,1270,1392,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81141462_2020-12-01_05-26-19.mp4,[[0.33984375, 0.2638888955116272], [0.38671875, 0.3888888955116272]],2020-12-16 06:51:56
D81141462_2020-12-01_01-48-46.mp4,118,198,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81141462_2020-12-01_01-48-46.mp4,[[0.33984375, 0.2638888955116272], [0.38671875, 0.3888888955116272]],2020-12-16 06:51:57
D81141462_2020-12-01_07-27-24.mp4,20,46,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81141462_2020-12-01_07-27-24.mp4,[[0.33984375, 0.2638888955116272], [0.38671875, 0.3888888955116272]],2020-12-16 06:51:57
D81141462_2020-12-01_07-27-24.mp4,280,314,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81141462_2020-12-01_07-27-24.mp4,[[0.33984375, 0.2638888955116272], [0.38671875, 0.3888888955116272]],2020-12-16 06:51:57
D81141462_2020-12-01_00-30-57.mp4,200,452,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81141462_2020-12-01_00-30-57.mp4,[[0.33984375, 0.2638888955116272], [0.38671875, 0.3888888955116272]],2020-12-16 06:51:58
D81141462_2020-12-01_03-03-25.mp4,200,452,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81141462_2020-12-01_03-03-25.mp4,[[0.33984375, 0.2638888955116272], [0.38671875, 0.3888888955116272]],2020-12-16 06:51:58
D81141462_2020-12-01_01-03-54.mp4,428,600,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81141462_2020-12-01_01-03-54.mp4,[[0.33984375, 0.2638888955116272], [0.38671875, 0.3888888955116272]],2020-12-16 06:51:58
D81141462_2020-12-01_01-36-46.mp4,428,616,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81141462_2020-12-01_01-36-46.mp4,[[0.33984375, 0.2638888955116272], [0.38671875, 0.3888888955116272]],2020-12-16 06:51:59
D81141462_2020-12-01_01-48-46.mp4,200,600,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81141462_2020-12-01_01-48-46.mp4,[[0.33984375, 0.2638888955116272], [0.38671875, 0.3888888955116272]],2020-12-16 06:51:59
D81141462_2020-12-01_03-56-05.mp4,428,600,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81141462_2020-12-01_03-56-05.mp4,[[0.33984375, 0.2638888955116272], [0.38671875, 0.3888888955116272]],2020-12-16 06:51:59
D81141462_2020-12-01_09-15-11.mp4,404,446,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81141462_2020-12-01_09-15-11.mp4,[[0.33984375, 0.2638888955116272], [0.38671875, 0.3888888955116272]],2020-12-16 06:51:59
D81141462_2020-12-01_03-56-05.mp4,32,198,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81141462_2020-12-01_03-56-05.mp4,[[0.33984375, 0.2638888955116272], [0.38671875, 0.3888888955116272]],2020-12-16 06:51:59
C90843485_2020_12_01_09_55_08.mp4,160,296,http://intelab-oss.ilabservice.cloud/video/C90843485_2020_12_01_09_55_08.mp4,[[0.3059895932674408, 0.6087962985038757], [0.4127604067325592, 0.7893518805503845]],2020-12-16 06:52:00
C90843485_2020_12_01_09_55_08.mp4,332,440,http://intelab-oss.ilabservice.cloud/video/C90843485_2020_12_01_09_55_08.mp4,[[0.2955729067325592, 0.4791666567325592], [0.3854166567325592, 0.6111111044883728]],2020-12-16 06:52:00
C90843485_2020_12_01_09_55_08.mp4,498,652,http://intelab-oss.ilabservice.cloud/video/C90843485_2020_12_01_09_55_08.mp4,[[0.2955729067325592, 0.4791666567325592], [0.3854166567325592, 0.6111111044883728]],2020-12-16 06:52:01
C90843485_2020_12_01_03_48_31.mp4,26,78,http://intelab-oss.ilabservice.cloud/video/C90843485_2020_12_01_03_48_31.mp4,[[0.3059895932674408, 0.6087962985038757], [0.4127604067325592, 0.7893518805503845]],2020-12-16 06:52:01
C90843485_2020_12_01_04_42_33.mp4,26,76,http://intelab-oss.ilabservice.cloud/video/C90843485_2020_12_01_04_42_33.mp4,[[0.3059895932674408, 0.6087962985038757], [0.4127604067325592, 0.7893518805503845]],2020-12-16 06:52:01
D88629336_2020-12-01_06-17-48.mp4,12,50,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D88629336_2020-12-01_06-17-48.mp4,[[0.41796875, 0.1527777761220932], [0.65625, 0.35185185074806213]],2020-12-16 06:52:01
C90842472_2020_12_01_07_27_29.mp4,30,210,http://intelab-oss.ilabservice.cloud/video/C90842472_2020_12_01_07_27_29.mp4,[[0.46484375, 0.5208333134651184], [0.638671875, 0.8194444179534912]],2020-12-16 06:52:02
C90842472_2020_12_01_07_27_29.mp4,260,410,http://intelab-oss.ilabservice.cloud/video/C90842472_2020_12_01_07_27_29.mp4,[[0.46484375, 0.5208333134651184], [0.638671875, 0.8194444179534912]],2020-12-16 06:52:02
C90842472_2020_12_01_07_36_30.mp4,2,420,http://intelab-oss.ilabservice.cloud/video/C90842472_2020_12_01_07_36_30.mp4,[[0.46484375, 0.5208333134651184], [0.638671875, 0.8194444179534912]],2020-12-16 06:52:02
C90842472_2020_12_01_07_36_30.mp4,480,548,http://intelab-oss.ilabservice.cloud/video/C90842472_2020_12_01_07_36_30.mp4,[[0.46484375, 0.5208333134651184], [0.638671875, 0.8194444179534912]],2020-12-16 06:52:02
C90842472_2020_12_01_07_36_30.mp4,592,616,http://intelab-oss.ilabservice.cloud/video/C90842472_2020_12_01_07_36_30.mp4,[[0.46484375, 0.5208333134651184], [0.638671875, 0.8194444179534912]],2020-12-16 06:52:03
C90842472_2020_12_01_07_36_30.mp4,1018,1060,http://intelab-oss.ilabservice.cloud/video/C90842472_2020_12_01_07_36_30.mp4,[[0.46484375, 0.5208333134651184], [0.638671875, 0.8194444179534912]],2020-12-16 06:52:03
C90842514_2020_12_01_07_09_37.mp4,790,820,http://intelab-oss.ilabservice.cloud/video/C90842514_2020_12_01_07_09_37.mp4,[[0.41015625, 0.4097222089767456], [0.5247395634651184, 0.5879629850387573]],2020-12-16 06:52:03
C90842514_2020_12_01_07_09_37.mp4,912,934,http://intelab-oss.ilabservice.cloud/video/C90842514_2020_12_01_07_09_37.mp4,[[0.41015625, 0.4097222089767456], [0.5247395634651184, 0.5879629850387573]],2020-12-16 06:52:04
C90842514_2020_12_01_07_09_37.mp4,1026,1050,http://intelab-oss.ilabservice.cloud/video/C90842514_2020_12_01_07_09_37.mp4,[[0.41015625, 0.4097222089767456], [0.5247395634651184, 0.5879629850387573]],2020-12-16 06:52:04
C90842514_2020_12_01_07_09_37.mp4,206,386,http://intelab-oss.ilabservice.cloud/video/C90842514_2020_12_01_07_09_37.mp4,[[0.4244791567325592, 0.27546295523643494], [0.5260416865348816, 0.41203704476356506]],2020-12-16 06:52:04
C90842514_2020_12_01_07_09_37.mp4,212,514,http://intelab-oss.ilabservice.cloud/video/C90842514_2020_12_01_07_09_37.mp4,[[0.4244791567325592, 0.27546295523643494], [0.5260416865348816, 0.41203704476356506]],2020-12-16 06:52:04
C90842514_2020_12_01_07_09_37.mp4,600,654,http://intelab-oss.ilabservice.cloud/video/C90842514_2020_12_01_07_09_37.mp4,[[0.4244791567325592, 0.27546295523643494], [0.5260416865348816, 0.41203704476356506]],2020-12-16 06:52:05
E66667974_2020-12-01_01-53-45.mp4,66,94,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/E66667974_2020-12-01_01-53-45.mp4,[[0.494140625, 0.3993055522441864], [0.57421875, 0.5173611044883728]],2020-12-16 06:52:05
E66667974_2020-12-01_05-41-59.mp4,90,138,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/E66667974_2020-12-01_05-41-59.mp4,[[0.494140625, 0.3993055522441864], [0.57421875, 0.5173611044883728]],2020-12-16 06:52:05
E66667974_2020-12-01_06-24-53.mp4,908,932,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/E66667974_2020-12-01_06-24-53.mp4,[[0.494140625, 0.3993055522441864], [0.57421875, 0.5173611044883728]],2020-12-16 06:52:05
E66667974_2020-12-01_08-10-03.mp4,442,516,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/E66667974_2020-12-01_08-10-03.mp4,[[0.494140625, 0.3993055522441864], [0.57421875, 0.5173611044883728]],2020-12-16 06:52:06
E82842693_2020-12-01_00-10-54.mp4,932,1004,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/E82842693_2020-12-01_00-10-54.mp4,[[0.86328125, 0.125], [0.9609375, 0.30787035822868347]],2020-12-16 06:52:06
E82842693_2020-12-01_09-00-04.mp4,22,172,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/E82842693_2020-12-01_09-00-04.mp4,[[0.86328125, 0.125], [0.9609375, 0.30787035822868347]],2020-12-16 06:52:06
E82842693_2020-12-01_09-15-49.mp4,20,48,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/E82842693_2020-12-01_09-15-49.mp4,[[0.86328125, 0.125], [0.9609375, 0.30787035822868347]],2020-12-16 06:52:07
C90842488_2020_12_01_03_25_48.mp4,536,642,http://intelab-oss.ilabservice.cloud/video/C90842488_2020_12_01_03_25_48.mp4,[[0.5338541865348816, 0.625], [0.6380208134651184, 0.8194444179534912]],2020-12-16 06:52:07
C90842488_2020_12_01_04_50_46.mp4,396,422,http://intelab-oss.ilabservice.cloud/video/C90842488_2020_12_01_04_50_46.mp4,[[0.5338541865348816, 0.625], [0.6380208134651184, 0.8194444179534912]],2020-12-16 06:52:07
C90842488_2020_12_01_02_13_45.mp4,2,642,http://intelab-oss.ilabservice.cloud/video/C90842488_2020_12_01_02_13_45.mp4,[[0.5338541865348816, 0.625], [0.6380208134651184, 0.8194444179534912]],2020-12-16 06:52:08
C90842488_2020_12_01_03_13_48.mp4,4,642,http://intelab-oss.ilabservice.cloud/video/C90842488_2020_12_01_03_13_48.mp4,[[0.5338541865348816, 0.625], [0.6380208134651184, 0.8194444179534912]],2020-12-16 06:52:08
C90842488_2020_12_01_03_25_48.mp4,4,288,http://intelab-oss.ilabservice.cloud/video/C90842488_2020_12_01_03_25_48.mp4,[[0.5338541865348816, 0.625], [0.6380208134651184, 0.8194444179534912]],2020-12-16 06:52:08
D88629051_2020-12-01_00-22-45.mp4,888,914,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D88629051_2020-12-01_00-22-45.mp4,[[0.6901041865348816, 0.29398149251937866], [0.78515625, 0.37731480598449707]],2020-12-16 06:52:09
D88629051_2020-12-01_07-21-53.mp4,124,190,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D88629051_2020-12-01_07-21-53.mp4,[[0.5416666865348816, 0.35879629850387573], [0.6432291865348816, 0.47685185074806213]],2020-12-16 06:52:09
D88629051_2020-12-01_07-21-53.mp4,232,270,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D88629051_2020-12-01_07-21-53.mp4,[[0.5416666865348816, 0.35879629850387573], [0.6432291865348816, 0.47685185074806213]],2020-12-16 06:52:09
D88629051_2020-12-01_05-58-51.mp4,2,92,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D88629051_2020-12-01_05-58-51.mp4,[[0.5416666865348816, 0.35879629850387573], [0.6432291865348816, 0.47685185074806213]],2020-12-16 06:52:09
D88629051_2020-12-01_01-46-50.mp4,6,474,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D88629051_2020-12-01_01-46-50.mp4,[[0.5416666865348816, 0.35879629850387573], [0.6432291865348816, 0.47685185074806213]],2020-12-16 06:52:11
D88629051_2020-12-01_00-22-45.mp4,2,850,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D88629051_2020-12-01_00-22-45.mp4,[[0.5416666865348816, 0.35879629850387573], [0.6432291865348816, 0.47685185074806213]],2020-12-16 06:52:11
D88629051_2020-12-01_00-07-45.mp4,2,850,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D88629051_2020-12-01_00-07-45.mp4,[[0.5416666865348816, 0.35879629850387573], [0.6432291865348816, 0.47685185074806213]],2020-12-16 06:52:11
D88629051_2020-12-01_01-52-50.mp4,6,474,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D88629051_2020-12-01_01-52-50.mp4,[[0.5416666865348816, 0.35879629850387573], [0.6432291865348816, 0.47685185074806213]],2020-12-16 06:52:11
D00268710_2020_12_01_02_42_14.mp4,18,40,http://intelab-oss.ilabservice.cloud/video/D00268710_2020_12_01_02_42_14.mp4,[[0.35546875, 0.27546295523643494], [0.5, 0.5370370149612427]],2020-12-16 06:52:12
D00268710_2020_12_01_03_54_16.mp4,106,150,http://intelab-oss.ilabservice.cloud/video/D00268710_2020_12_01_03_54_16.mp4,[[0.35546875, 0.27546295523643494], [0.5, 0.5370370149612427]],2020-12-16 06:52:12
D00268710_2020_12_01_04_00_15.mp4,20,64,http://intelab-oss.ilabservice.cloud/video/D00268710_2020_12_01_04_00_15.mp4,[[0.35546875, 0.27546295523643494], [0.5, 0.5370370149612427]],2020-12-16 06:52:12
D00268710_2020_12_01_05_00_14.mp4,16,98,http://intelab-oss.ilabservice.cloud/video/D00268710_2020_12_01_05_00_14.mp4,[[0.35546875, 0.27546295523643494], [0.5, 0.5370370149612427]],2020-12-16 06:52:13
D00268710_2020_12_01_09_02_01.mp4,24,48,http://intelab-oss.ilabservice.cloud/video/D00268710_2020_12_01_09_02_01.mp4,[[0.35546875, 0.27546295523643494], [0.5, 0.5370370149612427]],2020-12-16 06:52:13
C90841834_2020_12_01_11_34_27.mp4,312,334,http://intelab-oss.ilabservice.cloud/video/C90841834_2020_12_01_11_34_27.mp4,[[0.5630208253860474, 0.442592591047287], [0.7083333134651184, 0.6703703999519348]],2020-12-16 06:52:13
C90841834_2020_12_01_11_34_27.mp4,408,454,http://intelab-oss.ilabservice.cloud/video/C90841834_2020_12_01_11_34_27.mp4,[[0.5630208253860474, 0.442592591047287], [0.7083333134651184, 0.6703703999519348]],2020-12-16 06:52:14
C90841834_2020_12_01_11_34_27.mp4,534,588,http://intelab-oss.ilabservice.cloud/video/C90841834_2020_12_01_11_34_27.mp4,[[0.5630208253860474, 0.442592591047287], [0.7083333134651184, 0.6703703999519348]],2020-12-16 06:52:14
C90841834_2020_12_01_11_34_27.mp4,814,848,http://intelab-oss.ilabservice.cloud/video/C90841834_2020_12_01_11_34_27.mp4,[[0.5630208253860474, 0.442592591047287], [0.7083333134651184, 0.6703703999519348]],2020-12-16 06:52:15
D81141264_2020-12-01_02-54-55.mp4,22,82,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81141264_2020-12-01_02-54-55.mp4,[[0.0716145858168602, 0.25], [0.2473958283662796, 0.6041666865348816]],2020-12-16 06:52:15
D81141264_2020-12-01_02-57-56.mp4,18,610,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81141264_2020-12-01_02-57-56.mp4,[[0.0716145858168602, 0.25], [0.2473958283662796, 0.6041666865348816]],2020-12-16 06:52:15
D81141264_2020-12-01_02-57-56.mp4,864,898,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81141264_2020-12-01_02-57-56.mp4,[[0.0716145858168602, 0.25], [0.2473958283662796, 0.6041666865348816]],2020-12-16 06:52:16
D81141264_2020-12-01_06-16-27.mp4,42,148,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81141264_2020-12-01_06-16-27.mp4,[[0.0716145858168602, 0.25], [0.2473958283662796, 0.6041666865348816]],2020-12-16 06:52:16
D81141264_2020-12-01_06-25-27.mp4,72,380,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81141264_2020-12-01_06-25-27.mp4,[[0.0716145858168602, 0.25], [0.2473958283662796, 0.6041666865348816]],2020-12-16 06:52:16
D81141264_2020-12-01_06-25-27.mp4,1014,1048,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81141264_2020-12-01_06-25-27.mp4,[[0.0716145858168602, 0.25], [0.2473958283662796, 0.6041666865348816]],2020-12-16 06:52:17
D81142123_2020-12-01_09-09-58.mp4,580,624,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81142123_2020-12-01_09-09-58.mp4,[[0.625, 0.7199074029922485], [0.8138020634651184, 0.9976851940155029]],2020-12-16 06:52:17
D81142123_2020-12-01_09-09-58.mp4,962,1046,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81142123_2020-12-01_09-09-58.mp4,[[0.625, 0.7199074029922485], [0.8138020634651184, 0.9976851940155029]],2020-12-16 06:52:17
D81142123_2020-12-01_09-06-58.mp4,84,490,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81142123_2020-12-01_09-06-58.mp4,[[0.625, 0.7199074029922485], [0.8138020634651184, 0.9976851940155029]],2020-12-16 06:52:18
D81142123_2020-12-01_09-09-58.mp4,2,84,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81142123_2020-12-01_09-09-58.mp4,[[0.625, 0.7199074029922485], [0.8138020634651184, 0.9976851940155029]],2020-12-16 06:52:18
D81142123_2020-12-01_09-09-58.mp4,120,490,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81142123_2020-12-01_09-09-58.mp4,[[0.625, 0.7199074029922485], [0.8138020634651184, 0.9976851940155029]],2020-12-16 06:52:18
D81142123_2020-12-01_09-09-58.mp4,122,532,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81142123_2020-12-01_09-09-58.mp4,[[0.625, 0.7199074029922485], [0.8138020634651184, 0.9976851940155029]],2020-12-16 06:52:19
D81142123_2020-12-01_09-09-58.mp4,674,766,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81142123_2020-12-01_09-09-58.mp4,[[0.625, 0.7199074029922485], [0.8138020634651184, 0.9976851940155029]],2020-12-16 06:52:19
D81142123_2020-12-01_09-09-58.mp4,798,928,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/D81142123_2020-12-01_09-09-58.mp4,[[0.625, 0.7199074029922485], [0.8138020634651184, 0.9976851940155029]],2020-12-16 06:52:19
E57379293_2020-12-01_00-04-47.mp4,300,328,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/E57379293_2020-12-01_00-04-47.mp4,[[0.734375, 0.7986111044883728], [0.859375, 0.9930555820465088]],2020-12-16 06:52:19
E57379293_2020-12-01_00-10-47.mp4,42,112,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/E57379293_2020-12-01_00-10-47.mp4,[[0.734375, 0.7986111044883728], [0.859375, 0.9930555820465088]],2020-12-16 06:52:20
E57379293_2020-12-01_00-10-47.mp4,202,250,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/E57379293_2020-12-01_00-10-47.mp4,[[0.734375, 0.7986111044883728], [0.859375, 0.9930555820465088]],2020-12-16 06:52:20
E57379293_2020-12-01_00-22-48.mp4,20,48,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/E57379293_2020-12-01_00-22-48.mp4,[[0.734375, 0.7986111044883728], [0.859375, 0.9930555820465088]],2020-12-16 06:52:20
E57379042_2020-12-01_02-13-52.mp4,126,690,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/E57379042_2020-12-01_02-13-52.mp4,[[0.4296875, 0.1354166716337204], [0.552734375, 0.3263888955116272]],2020-12-16 06:52:21
E57379042_2020-12-01_04-22-56.mp4,930,964,https://prod-jiandu-shanghai.oss-cn-shanghai.aliyuncs.com/E57379042_2020-12-01_04-22-56.mp4,[[0.4296875, 0.1354166716337204], [0.552734375, 0.3263888955116272]],2020-12-16 06:52:21
